Voucher Type;Voucher No;Voucher Date;Account;Posting 1;Posting 2;Posting 3;Posting 4;Posting 5;Period Start;No of Periods;Subledger No;Invoice Date;Invoice No;OCR;Due Date;Text;TaxRule;Amount
AR;102284030;20250901;3011;61120;;17001;10501;;;;;;;;;;;-9588.7
AR;102284030;20250901;3011;61120;;17101;10501;;;;;;;;;;;-8487.85
AR;102284030;20250901;3011;61120;;17501;10501;;;;;;;;;;;-40630.22
AR;102284030;20250901;3011;61120;;17601;10501;;;;;;;;;;;-70831.56
AR;102284030;20250901;3011;61120;;17701;10501;;;;;;;;;;;-37806.44
AR;102284030;20250901;3011;61130;;22801;10501;;;;;;;;;;;-150131.22
AR;102284030;20250901;3011;61130;;22802;10501;;;;;;;;;;;-219305.74
AR;102284030;20250901;3011;61130;;22803;10501;;;;;;;;;;;-202500.61
AR;102284030;20250901;3011;61130;;22805;10501;;;;;;;;;;;-200063.33
AR;102284030;20250901;3011;61130;;22806;10501;;;;;;;;;;;-284348.03
AR;102284030;20250901;3011;61140;;03401;10501;;;;;;;;;;;-16441.04
AR;102284030;20250901;3011;61140;;03401;10501;;;;;;;;;;;-8138.34
AR;102284030;20250901;3015;61110;;23901;10520;;;;;;;;;;;-11372.02
AR;102284030;20250901;3015;61120;;16701;10520;;;;;;;;;;;-804.08
AR;102284030;20250901;3015;61120;;16801;10520;;;;;;;;;;;-804.08
AR;102284030;20250901;3015;61120;;17501;10520;;;;;;;;;;;-1608.16
AR;102284030;20250901;3015;61120;;17601;10520;;;;;;;;;;;-4824.48
AR;102284030;20250901;3015;61120;;17701;10520;;;;;;;;;;;-804.08
AR;102284030;20250901;3015;61130;;22801;10520;;;;;;;;;;;-17574.94
AR;102284030;20250901;3015;61130;;22802;10520;;;;;;;;;;;-4135.28
AR;102284030;20250901;3015;61130;;22803;10520;;;;;;;;;;;-5169.1
AR;102284030;20250901;3015;61130;;22805;10520;;;;;;;;;;;-38883.12
AR;102284030;20250901;3015;61130;;22806;10520;;;;;;;;;;;-33082.24
AR;102284030;20250901;3015;61140;;03401;10520;;;;;;;;;;;-2412.24
AR;102284030;20250901;3015;61130;;22802;10520;;;;;;;;;;;201.5
AR;102284030;20250901;3015;61130;;22805;10520;;;;;;;;;;;7455.5
AR;102284030;20250901;3015;61130;;22806;10520;;;;;;;;;;;6448
AR;102284030;20250901;3014;61110;;23901;10520;;;;;;;;;;2;-1794.83
AR;102284030;20250901;3014;61130;;22801;10520;;;;;;;;;;2;-789.73
AR;102284030;20250901;3014;61130;;22805;10520;;;;;;;;;;2;-6461.4
AR;102284030;20250901;3014;61130;;22806;10520;;;;;;;;;;2;-6461.4
AR;102284030;20250901;3014;61140;;03401;10520;;;;;;;;;;2;-861.51
AR;102284030;20250901;3014;61130;;22805;10520;;;;;;;;;;2;1259.4
AR;102284030;20250901;3014;61130;;22806;10520;;;;;;;;;;2;1259.4
AR;102284030;20250901;3013;61120;;17501;;;;;;;;;;;;-988.17
AR;102284030;20250901;3015;61110;;02701;10510;;;;;;;;;;;-2986.6
AR;102284030;20250901;3015;61110;;23901;10510;;;;;;;;;;;-746.65
AR;102284030;20250901;3015;61120;;16701;10510;;;;;;;;;;;-402.04
AR;102284030;20250901;3015;61120;;16801;10510;;;;;;;;;;;-1435.86
AR;102284030;20250901;3015;61120;;17001;10510;;;;;;;;;;;-402.04
AR;102284030;20250901;3015;61120;;17101;10510;;;;;;;;;;;-402.04
AR;102284030;20250901;3015;61120;;17501;10510;;;;;;;;;;;-6375.22
AR;102284030;20250901;3015;61120;;17601;10510;;;;;;;;;;;-3675.8
AR;102284030;20250901;3015;61120;;17701;10510;;;;;;;;;;;-8615.16
AR;102284030;20250901;3015;61130;;22801;10510;;;;;;;;;;;-11084.88
AR;102284030;20250901;3015;61130;;22801;10510;;;;;;;;;;;-746.65
AR;102284030;20250901;3015;61130;;22802;10510;;;;;;;;;;;-14071.48
AR;102284030;20250901;3015;61130;;22803;10510;;;;;;;;;;;-13841.74
AR;102284030;20250901;3015;61130;;22804;10510;;;;;;;;;;;-2986.6
AR;102284030;20250901;3015;61130;;22805;10510;;;;;;;;;;;-2239.95
AR;102284030;20250901;3015;61130;;22806;10510;;;;;;;;;;;-2986.6
AR;102284030;20250901;3015;61140;;03401;10510;;;;;;;;;;;-3503.48
AR;102284030;20250901;3014;61130;;22804;10510;;;;;;;;;;2;-789.73
AR;102284030;20250901;3014;61130;;22806;10510;;;;;;;;;;2;-2478.61
AR;102284030;20250901;3019;61110;;02701;10500;;;;;;;;;;;-295.19
AR;102284030;20250901;3019;61110;;23901;10500;;;;;;;;;;;-675.76
AR;102284030;20250901;3019;61120;;16801;10500;;;;;;;;;;;-139.5
AR;102284030;20250901;3019;61120;;17001;10500;;;;;;;;;;;-493.58
AR;102284030;20250901;3019;61120;;17501;10500;;;;;;;;;;;-305.3
AR;102284030;20250901;3019;61120;;17601;10500;;;;;;;;;;;-139.5
AR;102284030;20250901;3019;61120;;17701;10500;;;;;;;;;;;-757.11
AR;102284030;20250901;3019;61130;;22802;10500;;;;;;;;;;;-317.1
AR;102284030;20250901;3019;61130;;22805;10500;;;;;;;;;;;-291.44
AR;102284030;20250901;3019;61130;;22806;10500;;;;;;;;;;;-1171.49
AR;102284030;20250901;3019;61140;;03401;10500;;;;;;;;;;;-3103.38
AR;102284030;20250829;3019;61140;;03401;10500;;;;;;;;;;;-33.04
AR;102284030;20250901;3019;61140;;03401;10500;;;;;;;;;;;-495.53
AR;102284030;20250901;2420;550;;KST;10162;;;;;;;;;;;-6750
AR;102284030;20250901;2420;550;;KST;10162;;;;;;;;;;;-15
AR;102284030;20250901;3694;61110;;14099;10587;;;;;;;;;;2;-4325
AR;102284030;20250901;3694;61110;;23901;10587;;;;;;;;;;2;-9577.21
AR;102284030;20250901;3694;61130;;22801;10587;;;;;;;;;;2;-8732.24
AR;102284030;20250901;3694;61130;;22802;10587;;;;;;;;;;2;-7831.87
AR;102284030;20250901;3694;61130;;22803;10587;;;;;;;;;;2;-10079.65
AR;102284030;20250901;3694;61130;;22804;10587;;;;;;;;;;2;-308.4
AR;102284030;20250901;3694;61130;;22805;10587;;;;;;;;;;2;-14640.67
AR;102284030;20250901;3694;61130;;22806;10587;;;;;;;;;;2;-14843.42
AR;102284030;20250901;3694;61140;;03401;10587;;;;;;;;;;2;-3507.8
AR;102284030;20250901;3290;61120;;16801;10574;;;;;;;;;;;-610
AR;102284030;20250901;3290;61120;;17501;10577;;;;;;;;;;;-291
AR;102284030;20250901;3018;61120;;00201;;;;;;;;;;;;-310.03
AR;102284030;20250901;3018;61120;;16801;;;;;;;;;;;;-1094.27
AR;102284030;20250901;3018;61120;;17101;;;;;;;;;;;;-27.14
AR;102284030;20250901;3018;61120;;17501;;;;;;;;;;;;-2939.85
AR;102284030;20250901;3018;61120;;17601;;;;;;;;;;;;-2104.6
AR;102284030;20250901;3018;61120;;17701;;;;;;;;;;;;-671.37
AR;102284030;20250901;3018;61130;;22801;;;;;;;;;;;;-829
AR;102284030;20250901;3018;61130;;22803;;;;;;;;;;;;-536
AR;102284030;20250901;3018;61130;;22804;;;;;;;;;;;;-89
AR;102284030;20250901;3018;61130;;22805;;;;;;;;;;;;-72
AR;102284030;20250901;3018;61130;;22806;;;;;;;;;;;;-191.58
AR;102284030;20250901;3018;61110;;23901;;;;;;;;;;;;-158.24
AR;102284030;20250901;3018;61120;;00201;;;;;;;;;;;;-177
AR;102284030;20250901;3018;61120;;16801;;;;;;;;;;;;-851.46
AR;102284030;20250901;3018;61120;;17501;;;;;;;;;;;;-734.6
AR;102284030;20250901;3018;61120;;17601;;;;;;;;;;;;-1025.18
AR;102284030;20250901;3018;61120;;17701;;;;;;;;;;;;-200.93
AR;102284030;20250901;3018;61130;;22801;;;;;;;;;;;;-461.93
AR;102284030;20250901;3018;61130;;22802;;;;;;;;;;;;-185
AR;102284030;20250901;3018;61130;;22803;;;;;;;;;;;;-661
AR;102284030;20250901;3018;61130;;22805;;;;;;;;;;;;-317.16
AR;102284030;20250901;3018;61130;;22806;;;;;;;;;;;;-217.78
AR;102284030;20250901;3018;61110;;23901;;;;;;;;;;;;-516.44
AR;102284030;20250901;3018;61120;;16701;;;;;;;;;;;;-677
AR;102284030;20250901;3018;61120;;16801;;;;;;;;;;;;-1609.92
AR;102284030;20250901;3018;61120;;17501;;;;;;;;;;;;-1236.12
AR;102284030;20250901;3018;61120;;17601;;;;;;;;;;;;-1895
AR;102284030;20250901;3018;61120;;17701;;;;;;;;;;;;-419.72
AR;102284030;20250901;3018;61130;;22801;;;;;;;;;;;;-1785.83
AR;102284030;20250901;3018;61130;;22802;;;;;;;;;;;;-1968
AR;102284030;20250901;3018;61130;;22803;;;;;;;;;;;;-1215
AR;102284030;20250901;3018;61130;;22805;;;;;;;;;;;;-726
AR;102284030;20250901;3018;61130;;22806;;;;;;;;;;;;-771.72
AR;102284030;20250901;3012;61110;;02701;;;;;;;;;;;2;-130.84
AR;102284030;20250901;3011;61120;;00201;10760;;;;;;;;;;;-362.48
AR;102284030;20250901;3011;61110;;02701;10760;;;;;;;;;;;-389
AR;102284030;20250901;3011;61120;;00201;10760;;;;;;;;;;;-972.5
AR;102284030;20250901;3011;61120;;16701;10760;;;;;;;;;;;-778
AR;102284030;20250901;3011;61120;;16801;10760;;;;;;;;;;;-389
AR;102284030;20250901;3011;61120;;17001;10760;;;;;;;;;;;-389
AR;102284030;20250901;3011;61120;;17101;10760;;;;;;;;;;;-583.5
AR;102284030;20250901;3011;61120;;17501;10760;;;;;;;;;;;-3890
AR;102284030;20250901;3011;61120;;17601;10760;;;;;;;;;;;-3112
AR;102284030;20250901;3011;61120;;17701;10760;;;;;;;;;;;-1750.5
AR;102284030;20250901;3011;61130;;22803;10760;;;;;;;;;;;-194.5
AR;102284030;20250901;3011;61140;;03401;10760;;;;;;;;;;;-1556
AR;102284030;20250901;3011;61140;;03401;10760;;;;;;;;;;;-194.5
AR;102284030;20250901;3011;61110;;23901;10760;;;;;;;;;;;-56.36
AR;102284030;20250901;3011;61120;;17701;10760;;;;;;;;;;;-112.72
AR;102284030;20250901;3011;61140;;03401;10760;;;;;;;;;;;-56.36
AR;102284030;20250901;3011;61130;;22802;10760;;;;;;;;;;;-762.76
AR;102284030;20250901;3011;61130;;22803;10760;;;;;;;;;;;-762.76
AR;102284030;20250901;3011;61130;;22806;10760;;;;;;;;;;;-927.25
AR;102284030;20250901;3011;61140;;03401;10760;;;;;;;;;;;-1759.16
AR;102284030;20250901;3011;61140;;03401;10760;;;;;;;;;;;-125.06
AR;102284030;20250901;3011;61120;;16701;10760;;;;;;;;;;;-30.95
AR;102284030;20250901;3011;61110;;02701;10760;;;;;;;;;;;-23.76
AR;102284030;20250901;3011;61110;;23901;10760;;;;;;;;;;;-24.38
AR;102284030;20250901;3011;61120;;00201;10760;;;;;;;;;;;-71.81
AR;102284030;20250901;3011;61120;;16701;10760;;;;;;;;;;;-23.76
AR;102284030;20250901;3011;61120;;16801;10760;;;;;;;;;;;-96.48
AR;102284030;20250901;3011;61120;;17001;10760;;;;;;;;;;;-23.76
AR;102284030;20250901;3011;61120;;17501;10760;;;;;;;;;;;-121.26
AR;102284030;20250901;3011;61120;;17601;10760;;;;;;;;;;;-120.73
AR;102284030;20250901;3011;61120;;17701;10760;;;;;;;;;;;-96.66
AR;102284030;20250901;3011;61130;;22801;10760;;;;;;;;;;;-48.64
AR;102284030;20250901;3011;61130;;22802;10760;;;;;;;;;;;-24.59
AR;102284030;20250901;3011;61130;;22803;10760;;;;;;;;;;;-23.76
AR;102284030;20250901;3011;61120;;16701;10760;;;;;;;;;;;-75.15
AR;102284030;20250901;3011;61120;;16801;10760;;;;;;;;;;;-75.15
AR;102284030;20250901;3011;61120;;17101;10760;;;;;;;;;;;-75.15
AR;102284030;20250901;3011;61120;;17501;10760;;;;;;;;;;;-75.15
AR;102284030;20250901;3011;61120;;17601;10760;;;;;;;;;;;-150.3
AR;102284030;20250901;3011;61120;;17701;10760;;;;;;;;;;;-75.15
AR;102284030;20250901;3011;61130;;22802;10760;;;;;;;;;;;-75.15
AR;102284030;20250901;3011;61130;;22803;10760;;;;;;;;;;;-150.3
AR;102284030;20250901;3011;61130;;22805;10760;;;;;;;;;;;-75.15
AR;102284030;20250901;3015;61120;;17701;10760;;;;;;;;;;;-1260
AR;102284030;20250901;3015;61130;;22801;10760;;;;;;;;;;;-630
AR;102284030;20250901;3015;61130;;22802;10760;;;;;;;;;;;-630
AR;102284030;20250901;3015;61130;;22803;10760;;;;;;;;;;;-1643.25
AR;102284030;20250901;3015;61130;;22804;10760;;;;;;;;;;;-630
AR;102284030;20250901;3015;61130;;22806;10760;;;;;;;;;;;-630
AR;102284030;20250901;3011;61120;;16701;10760;;;;;;;;;;;-251.97
AR;102284030;20250901;3011;61120;;17501;10760;;;;;;;;;;;-503.93
AR;102284030;20250901;3011;61120;;17601;10760;;;;;;;;;;;-377.97
AR;102284030;20250901;3011;61120;;17701;10760;;;;;;;;;;;-251.96
AR;102284030;20250901;3011;61120;;00201;10760;;;;;;;;;;;-93.94
AR;102284030;20250901;3011;61110;;02701;10760;;;;;;;;;;;-166.87
AR;102284030;20250901;3011;61120;;16701;10760;;;;;;;;;;;-166.87
AR;102284030;20250901;3011;61120;;17501;10760;;;;;;;;;;;-166.87
AR;102284030;20250901;3011;61120;;17601;10760;;;;;;;;;;;-500.61
AR;102284030;20250901;3011;61120;;17701;10760;;;;;;;;;;;-166.87
AR;102284030;20250901;3011;61140;;03401;10760;;;;;;;;;;;-166.87
AR;102284030;20250901;3011;61110;;02701;10760;;;;;;;;;;;-197.82
AR;102284030;20250901;3011;61120;;00201;10760;;;;;;;;;;;-197.82
AR;102284030;20250901;3011;61120;;17101;10760;;;;;;;;;;;-197.82
AR;102284030;20250901;3011;61120;;17501;10760;;;;;;;;;;;-1384.74
AR;102284030;20250901;3011;61120;;17601;10760;;;;;;;;;;;-989.1
AR;102284030;20250901;3011;61120;;17701;10760;;;;;;;;;;;-395.64
AR;102284030;20250901;3011;61120;;00201;10760;;;;;;;;;;;-464.16
AR;102284030;20250901;3011;61120;;17101;10760;;;;;;;;;;;-232.08
AR;102284030;20250901;3011;61120;;17501;10760;;;;;;;;;;;-1160.4
AR;102284030;20250901;3011;61120;;17601;10760;;;;;;;;;;;-232.08
AR;102284030;20250901;3011;61140;;03401;10760;;;;;;;;;;;-464.16
AR;102284030;20250901;3011;61120;;00201;10760;;;;;;;;;;;-150.3
AR;102284030;20250901;3011;61120;;17101;10760;;;;;;;;;;;-150.3
AR;102284030;20250901;3011;61120;;17501;10760;;;;;;;;;;;-601.2
AR;102284030;20250901;3011;61120;;17601;10760;;;;;;;;;;;-150.3
AR;102284030;20250901;3011;61120;;17701;10760;;;;;;;;;;;-150.3
AR;102284030;20250901;2970;;;;;;;;;;;;;;;5388029.73
AR;102284031;20250811;3740;550;;;;;;;;;;;;;;0.06
AR;102284031;20250901;3740;550;;;;;;;;;;;;;;-6.6
AR;102284031;20250818;3740;550;;;;;;;;;;;;;;-0.45
AR;102284031;20250901;3740;550;;;;;;;;;;;;;;-0.04
AR;102284031;20250901;3740;550;;;;;;;;;;;;;;0.17
AR;102284031;20250829;3740;550;;;;;;;;;;;;;;0.23
AR;102284031;20250901;3740;550;;;;;;;;;;;;;;0.47
AR;102284031;20250901;3012;61140;;03401;;;;;;;;;;;2;-17748.78
AR;102284031;20250901;3290;61140;;02801;10572;;;;;;;;;;;-45.85
AR;102284031;20250901;3290;61140;;03101;10572;;;;;;;;;;;-38
AR;102284031;20250901;3290;61140;;11701;10572;;;;;;;;;;;-265
AR;102284031;20250901;3242;550;;KST;10750;;;;;;;;;;;-8820
AR;102284031;20250901;3012;61140;;03401;;;;;;;;;;;2;-309.5
AR;102284031;20250901;2425;550;;KST;;;;;;;;;;;;-4808
AR;102284031;20250829;2425;550;;KST;;;;;;;;;;;;-4.53
AR;102284031;20250901;2425;550;;KST;;;;;;;;;;;;-68
AR;102284031;20250901;3011;61120;;16701;10502;;;;;;;;;;;-4900.64
AR;102284031;20250901;3011;61120;;16801;10502;;;;;;;;;;;-29757.06
AR;102284031;20250901;3011;61120;;16901;10502;;;;;;;;;;;-33108.9
AR;102284031;20250901;3011;61120;;17001;10502;;;;;;;;;;;-29300.58
AR;102284031;20250901;3011;61120;;17101;10502;;;;;;;;;;;-53225.58
AR;102284031;20250901;3011;61120;;17701;10502;;;;;;;;;;;-16508.74
AR;102284031;20250901;3011;61140;;02801;10502;;;;;;;;;;;-253393.24
AR;102284031;20250901;3011;61140;;02901;10502;;;;;;;;;;;-499653.16
AR;102284031;20250901;3011;61140;;03101;10502;;;;;;;;;;;-164524.36
AR;102284031;20250901;3011;61140;;03301;10502;;;;;;;;;;;-354776.57
AR;102284031;20250901;3011;61140;;03401;10502;;;;;;;;;;;-622118.53
AR;102284031;20250901;3011;61140;;05806;10502;;;;;;;;;;;-10636.17
AR;102284031;20250901;3011;61140;;05919;10502;;;;;;;;;;;-9979.4
AR;102284031;20250901;3011;61140;;11701;10502;;;;;;;;;;;-106695.51
AR;102284031;20250901;3011;61140;;11702;10502;;;;;;;;;;;-15216.71
AR;102284031;20250901;3011;61140;;22901;10502;;;;;;;;;;;-101874.64
AR;102284031;20250901;3011;61120;;16901;10501;;;;;;;;;;;-19844.29
AR;102284031;20250901;3011;61120;;17101;10501;;;;;;;;;;;-8300.67
AR;102284031;20250901;3011;61140;;02801;10501;;;;;;;;;;;-67638.47
AR;102284031;20250901;3011;61140;;02901;10501;;;;;;;;;;;-121561.11
AR;102284031;20250901;3011;61140;;03101;10501;;;;;;;;;;;-159950.46
AR;102284031;20250901;3011;61140;;03301;10501;;;;;;;;;;;-279936.59
AR;102284031;20250901;3011;61140;;03401;10501;;;;;;;;;;;-309439.13
AR;102284031;20250829;3011;61140;;03401;10501;;;;;;;;;;;-460.36
AR;102284031;20250901;3011;61140;;03401;10501;;;;;;;;;;;-6905.41
AR;102284031;20250901;3011;61140;;11701;10501;;;;;;;;;;;-27506.27
AR;102284031;20250901;3011;61140;;11702;10501;;;;;;;;;;;-11125.37
AR;102284031;20250901;3011;61140;;22901;10501;;;;;;;;;;;-37770.99
AR;102284031;20250901;3011;61140;;24003;10501;;;;;;;;;;;-598617.49
AR;102284031;20250901;3015;61120;;16701;10520;;;;;;;;;;;-804.08
AR;102284031;20250901;3015;61120;;16901;10520;;;;;;;;;;;-804.08
AR;102284031;20250901;3015;61120;;17001;10520;;;;;;;;;;;-804.08
AR;102284031;20250901;3015;61140;;02801;10520;;;;;;;;;;;-5628.56
AR;102284031;20250901;3015;61140;;02901;10520;;;;;;;;;;;-5628.56
AR;102284031;20250901;3015;61140;;03101;10520;;;;;;;;;;;-804.08
AR;102284031;20250901;3015;61140;;03301;10520;;;;;;;;;;;-804.08
AR;102284031;20250901;3015;61140;;03401;10520;;;;;;;;;;;-11257.12
AR;102284031;20250901;3015;61140;;11701;10520;;;;;;;;;;;-2756.84
AR;102284031;20250901;3014;61120;;17601;10520;;;;;;;;;;2;-1005.1
AR;102284031;20250811;3014;61140;;02801;10520;;;;;;;;;;2;-670.06
AR;102284031;20250901;3014;61140;;02801;10520;;;;;;;;;;2;-2010.2
AR;102284031;20250901;3014;61140;;02901;10520;;;;;;;;;;2;-1005.1
AR;102284031;20250901;3015;61120;;16801;10510;;;;;;;;;;;-631.78
AR;102284031;20250901;3015;61120;;17001;10510;;;;;;;;;;;-631.78
AR;102284031;20250901;3015;61120;;17101;10510;;;;;;;;;;;-1320.99
AR;102284031;20250901;3015;61120;;17601;10510;;;;;;;;;;;-804.08
AR;102284031;20250901;3015;61120;;17701;10510;;;;;;;;;;;-1033.82
AR;102284031;20250901;3015;61140;;02801;10510;;;;;;;;;;;-2699.4
AR;102284031;20250901;3015;61140;;02801;10510;;;;;;;;;;;-287.17
AR;102284031;20250901;3015;61140;;02901;10510;;;;;;;;;;;-6260.31
AR;102284031;20250901;3015;61140;;03101;10510;;;;;;;;;;;-5456.23
AR;102284031;20250901;3015;61140;;03301;10510;;;;;;;;;;;-8385.38
AR;102284031;20250901;3015;61140;;03401;10510;;;;;;;;;;;-14645.7
AR;102284031;20250901;3015;61140;;11701;10510;;;;;;;;;;;-2986.54
AR;102284031;20250901;3015;61140;;11702;10510;;;;;;;;;;;-172.3
AR;102284031;20250901;3015;61140;;22901;10510;;;;;;;;;;;-2067.62
AR;102284031;20250901;3015;61140;;24003;10510;;;;;;;;;;;-11371.96
AR;102284031;20250901;3014;61120;;16901;10510;;;;;;;;;;2;-358.96
AR;102284031;20250901;3014;61140;;02801;10510;;;;;;;;;;2;-358.96
AR;102284031;20250901;3014;61140;;03101;10510;;;;;;;;;;2;-358.96
AR;102284031;20250901;3014;61140;;03401;10510;;;;;;;;;;2;-1579.43
AR;102284031;20250901;3014;61140;;22901;10510;;;;;;;;;;2;-933.3
AR;102284031;20250818;3014;61140;;22901;10510;;;;;;;;;;2;-155.55
AR;102284031;20250901;3014;61140;;22901;10510;;;;;;;;;;2;-358.96
AR;102284031;20250901;3019;61120;;16901;10500;;;;;;;;;;;-317.42
AR;102284031;20250901;3019;61120;;17101;10500;;;;;;;;;;;-331.69
AR;102284031;20250901;3019;61140;;02801;10500;;;;;;;;;;;-483.83
AR;102284031;20250901;3019;61140;;03101;10500;;;;;;;;;;;-2242.41
AR;102284031;20250901;3019;61140;;03401;10500;;;;;;;;;;;-2739.1
AR;102284031;20250901;3019;61140;;24003;10500;;;;;;;;;;;-1441.64
AR;102284031;20250901;2420;550;;KST;10162;;;;;;;;;;;-6930
AR;102284031;20250829;2420;550;;KST;10162;;;;;;;;;;;-1
AR;102284031;20250901;2420;550;;KST;10162;;;;;;;;;;;-15
AR;102284031;20250901;3694;61140;;02801;10587;;;;;;;;;;2;-9546.48
AR;102284031;20250901;3694;61140;;02901;10587;;;;;;;;;;2;-15532.65
AR;102284031;20250901;3694;61140;;03101;10587;;;;;;;;;;2;-11190.26
AR;102284031;20250901;3694;61140;;03301;10587;;;;;;;;;;2;-18699.48
AR;102284031;20250901;3694;61140;;03401;10587;;;;;;;;;;2;-25353.72
AR;102284031;20250901;3694;61140;;11701;10587;;;;;;;;;;2;-4644.57
AR;102284031;20250901;3694;61140;;11702;10587;;;;;;;;;;2;-798.62
AR;102284031;20250901;3694;61140;;22901;10587;;;;;;;;;;2;-5477.81
AR;102284031;20250901;3694;61140;;24003;10587;;;;;;;;;;2;-14018.51
AR;102284031;20250901;3290;61140;;03301;10574;;;;;;;;;;;-610
AR;102284031;20250901;3290;61140;;03401;10574;;;;;;;;;;;-450
AR;102284031;20250901;3290;61140;;24003;10574;;;;;;;;;;;-1090
AR;102284031;20250901;3018;61120;;16701;;;;;;;;;;;;-138
AR;102284031;20250901;3018;61120;;16801;;;;;;;;;;;;-460
AR;102284031;20250901;3018;61120;;16901;;;;;;;;;;;;-35.41
AR;102284031;20250901;3018;61120;;17101;;;;;;;;;;;;-31.4
AR;102284031;20250901;3018;61120;;17701;;;;;;;;;;;;-495
AR;102284031;20250901;3018;61140;;03301;;;;;;;;;;;;-719
AR;102284031;20250901;3018;61140;;05919;;;;;;;;;;;;-115
AR;102284031;20250901;3018;61140;;11701;;;;;;;;;;;;-299
AR;102284031;20250901;3018;61140;;11702;;;;;;;;;;;;-236.2
AR;102284031;20250901;3018;61140;;22901;;;;;;;;;;;;-92.62
AR;102284031;20250901;3018;61120;;16801;;;;;;;;;;;;-334.24
AR;102284031;20250901;3018;61120;;17101;;;;;;;;;;;;-176
AR;102284031;20250901;3018;61120;;17701;;;;;;;;;;;;-177
AR;102284031;20250901;3018;61140;;02901;;;;;;;;;;;;-191
AR;102284031;20250901;3018;61140;;03301;;;;;;;;;;;;-379
AR;102284031;20250901;3018;61120;;16801;;;;;;;;;;;;-562.52
AR;102284031;20250901;3018;61140;;02901;;;;;;;;;;;;-239
AR;102284031;20250901;3018;61140;;03301;;;;;;;;;;;;-547
AR;102284031;20250901;3018;61140;;03401;;;;;;;;;;;;-177
AR;102284031;20250901;3018;61140;;11701;;;;;;;;;;;;-257
AR;102284031;20250901;3018;61140;;11702;;;;;;;;;;;;-570
AR;102284031;20250901;3011;61140;;11701;10760;;;;;;;;;;;-362.48
AR;102284031;20250901;3011;61120;;16901;10760;;;;;;;;;;;-583.5
AR;102284031;20250901;3011;61120;;17001;10760;;;;;;;;;;;-583.5
AR;102284031;20250901;3011;61120;;17101;10760;;;;;;;;;;;-778
AR;102284031;20250901;3011;61120;;17701;10760;;;;;;;;;;;-194.5
AR;102284031;20250901;3011;61140;;02801;10760;;;;;;;;;;;-2723
AR;102284031;20250901;3011;61140;;02901;10760;;;;;;;;;;;-5835
AR;102284031;20250901;3011;61140;;03101;10760;;;;;;;;;;;-4668
AR;102284031;20250901;3011;61140;;03401;10760;;;;;;;;;;;-8947
AR;102284031;20250901;3011;61140;;11701;10760;;;;;;;;;;;-1167
AR;102284031;20250901;3011;61140;;22901;10760;;;;;;;;;;;-972.5
AR;102284031;20250901;3011;61140;;02901;10760;;;;;;;;;;;-56.36
AR;102284031;20250901;3011;61140;;03401;10760;;;;;;;;;;;-56.36
AR;102284031;20250901;3011;61120;;17101;10760;;;;;;;;;;;-75.15
AR;102284031;20250901;3011;61140;;03101;10760;;;;;;;;;;;-75.15
AR;102284031;20250901;3011;61140;;02801;10760;;;;;;;;;;;-4926.31
AR;102284031;20250901;3011;61140;;02901;10760;;;;;;;;;;;-6050.26
AR;102284031;20250901;3011;61140;;03101;10760;;;;;;;;;;;-2614.23
AR;102284031;20250901;3011;61140;;03401;10760;;;;;;;;;;;-9800.83
AR;102284031;20250829;3011;61140;;03401;10760;;;;;;;;;;;-8.34
AR;102284031;20250901;3011;61140;;03401;10760;;;;;;;;;;;-125.06
AR;102284031;20250901;3011;61140;;22901;10760;;;;;;;;;;;-438.96
AR;102284031;20250901;3011;61120;;16801;10760;;;;;;;;;;;-24.46
AR;102284031;20250901;3011;61120;;16901;10760;;;;;;;;;;;-23.76
AR;102284031;20250901;3011;61120;;17101;10760;;;;;;;;;;;-24.46
AR;102284031;20250901;3011;61140;;03401;10760;;;;;;;;;;;-23.76
AR;102284031;20250901;3011;61120;;16801;10760;;;;;;;;;;;-75.15
AR;102284031;20250901;3011;61120;;16901;10760;;;;;;;;;;;-75.15
AR;102284031;20250901;3011;61120;;17101;10760;;;;;;;;;;;-150.3
AR;102284031;20250901;3011;61140;;03401;10760;;;;;;;;;;;-93.94
AR;102284031;20250901;3011;61140;;02901;10760;;;;;;;;;;;-166.87
AR;102284031;20250901;3011;61140;;03101;10760;;;;;;;;;;;-500.61
AR;102284031;20250901;3011;61140;;03401;10760;;;;;;;;;;;-834.37
AR;102284031;20250901;3011;61140;;02801;10760;;;;;;;;;;;-1186.92
AR;102284031;20250901;3011;61140;;02901;10760;;;;;;;;;;;-1186.92
AR;102284031;20250901;3011;61140;;03101;10760;;;;;;;;;;;-197.82
AR;102284031;20250901;3011;61140;;03401;10760;;;;;;;;;;;-1978.2
AR;102284031;20250901;3011;61140;;11701;10760;;;;;;;;;;;-1186.92
AR;102284031;20250901;3011;61140;;11702;10760;;;;;;;;;;;-395.64
AR;102284031;20250901;3011;61140;;02901;10760;;;;;;;;;;;-166.87
AR;102284031;20250901;3011;61120;;17701;10760;;;;;;;;;;;-232.08
AR;102284031;20250901;3011;61140;;02801;10760;;;;;;;;;;;-232.08
AR;102284031;20250901;3011;61140;;02901;10760;;;;;;;;;;;-1392.48
AR;102284031;20250901;3011;61140;;03101;10760;;;;;;;;;;;-1856.64
AR;102284031;20250901;3011;61140;;03401;10760;;;;;;;;;;;-3481.2
AR;102284031;20250901;3011;61140;;11701;10760;;;;;;;;;;;-232.08
