Voucher Type;Voucher No;Voucher Date;Account;Posting 1;Posting 2;Posting 3;Posting 4;Posting 5;Period Start;No of Periods;Subledger No;Invoice Date;Invoice No;OCR;Due Date;Text;TaxRule;Amount
AR;202298005;20250808;1530;;;;;;;;P044166;20250808;552508352646958;552508352646958;20250814;;;58
AR;202298005;20250808;2970;;;;;;;;;;;;;;;-8406
AR;202298006;20250811;1530;;;;;;;;P206184;20250811;552508352647550;552508352647550;20250825;;;670
AR;202298006;20250811;1530;;;;;;;;P153287;20250811;552508352647659;552508352647659;20250825;;;670
AR;202298006;20250811;1530;;;;;;;;P200569;20250811;552508352647758;552508352647758;20250825;;;268
AR;202298006;20250811;1530;;;;;;;;P192679;20250811;552508352647451;552508352647451;20250825;;;335
AR;202298006;20250811;2970;;;;;;;;;;;;;;;-1943
AR;202298007;20250812;1530;;;;;;;;P116049;20250812;552508352647857;552508352647857;20250826;;;255
AR;202298007;20250812;2970;;;;;;;;;;;;;;;-255
AR;202298008;20250813;1530;;;;;;;;P213150;20250813;552508352647956;552508352647956;20250831;;;3223
AR;202298008;20250813;2970;;;;;;;;;;;;;;;-3223
AR;202298009;20250814;1530;;;;;;;;F083282;20250814;552509352648051;552509352648051;20250831;;;20649
AR;202298009;20250814;1530;;;;;;;;F082840;20250814;552509352648150;552509352648150;20250831;;;12639
AR;202298009;20250814;1530;;;;;;;;F209385;20250814;552509352648259;552509352648259;20250831;;;3750
AR;202298009;20250814;1530;;;;;;;;F082502;20250814;552509353495155;552509353495155;20250831;;;5824
AR;202298009;20250814;1530;;;;;;;;F059475;20250814;552509352648358;552509352648358;20250831;;;11059
AR;202298009;20250814;1530;;;;;;;;F178992;20250814;552509352648457;552509352648457;20250831;;;9431
AR;202298009;20250814;1530;;;;;;;;F066933;20250814;552509352648556;552509352648556;20250831;;;16376
AR;202298009;20250814;1530;;;;;;;;P114171;20250814;552509352648655;552509352648655;20250831;;;13295
AR;202298009;20250814;1530;;;;;;;;P112523;20250814;552509352648754;552509352648754;20250831;;;18414
AR;202298009;20250814;1530;;;;;;;;P045710;20250814;552509353495254;552509353495254;20250831;;;7795
AR;202298009;20250814;1530;;;;;;;;P102776;20250814;552509352648853;552509352648853;20250831;;;16248
AR;202298009;20250814;1530;;;;;;;;P104120;20250814;552509352648952;552509352648952;20250831;;;15254
AR;202298009;20250814;1530;;;;;;;;P040885;20250814;552509352649059;552509352649059;20250831;;;25606
AR;202298009;20250814;1530;;;;;;;;P027871;20250814;552509353495353;552509353495353;20250831;;;12480
AR;202298009;20250814;1530;;;;;;;;F162730;20250814;552509352649158;552509352649158;20250831;;;5082
AR;202298009;20250814;1530;;;;;;;;F066002;20250814;552509352649257;552509352649257;20250831;;;13625
AR;202298009;20250814;1530;;;;;;;;F066002;20250814;552509352649356;552509352649356;20250831;;;17859
AR;202298009;20250814;1530;;;;;;;;F163649;20250814;552509352649455;552509352649455;20250831;;;17978
AR;202298009;20250814;1530;;;;;;;;F076625;20250814;552509352649554;552509352649554;20250831;;;10900
AR;202298009;20250814;1530;;;;;;;;F046229;20250814;552509352649653;552509352649653;20250831;;;12891
AR;202298009;20250814;1530;;;;;;;;P041696;20250814;552509352649752;552509352649752;20250831;;;12867
AR;202298009;20250814;1530;;;;;;;;F182861;20250814;552509352649851;552509352649851;20250831;;;3978
AR;202298009;20250814;1530;;;;;;;;P005449;20250814;552509353495452;552509353495452;20250831;;;3949
AR;202298009;20250814;1530;;;;;;;;F079941;20250814;552509352649950;552509352649950;20250831;;;19595
AR;202298009;20250814;1530;;;;;;;;P007240;20250814;552509353495551;552509353495551;20250831;;;11748
AR;202298009;20250814;1530;;;;;;;;F030807;20250814;552509353495650;552509353495650;20250831;;;56546
AR;202298009;20250814;1530;;;;;;;;F165575;20250814;552509352650057;552509352650057;20250831;;;25245
AR;202298009;20250814;1530;;;;;;;;F076358;20250814;552509352650156;552509352650156;20250831;;;20651
AR;202298009;20250814;1530;;;;;;;;F046878;20250814;552509352650255;552509352650255;20250831;;;14530
AR;202298009;20250814;1530;;;;;;;;F192576;20250814;552509352650354;552509352650354;20250831;;;8910
AR;202298009;20250814;1530;;;;;;;;P015585;20250814;552509353495759;552509353495759;20250831;;;5344
AR;202298009;20250814;1530;;;;;;;;P018742;20250814;552509353495858;552509353495858;20250831;;;6270
AR;202298009;20250814;1530;;;;;;;;P008386;20250814;552509353495957;552509353495957;20250831;;;6152
AR;202298009;20250814;1530;;;;;;;;F078286;20250814;552509352650453;552509352650453;20250831;;;99654
AR;202298009;20250814;1530;;;;;;;;P044765;20250814;552509353496054;552509353496054;20250831;;;24459
AR;202298009;20250814;1530;;;;;;;;P004544;20250814;552509353496153;552509353496153;20250831;;;9665
AR;202298009;20250814;1530;;;;;;;;P040696;20250814;552509352650552;552509352650552;20250831;;;12124
AR;202298009;20250814;1530;;;;;;;;P043673;20250814;552509353496252;552509353496252;20250831;;;9482
AR;202298009;20250814;1530;;;;;;;;P015118;20250814;552509353496351;552509353496351;20250831;;;12374
AR;202298009;20250814;1530;;;;;;;;F077060;20250814;552509352650651;552509352650651;20250831;;;20803
AR;202298009;20250814;1530;;;;;;;;F210323;20250814;552509352650750;552509352650750;20250831;;;22310
AR;202298009;20250814;1530;;;;;;;;P069044;20250814;552509352650859;552509352650859;20250831;;;7355
AR;202298009;20250814;1530;;;;;;;;P004575;20250814;552509352650958;552509352650958;20250831;;;10134
AR;202298009;20250814;1530;;;;;;;;P085499;20250814;552509353496450;552509353496450;20250831;;;6301
AR;202298009;20250814;1530;;;;;;;;P051589;20250814;552509352651055;552509352651055;20250831;;;7328
AR;202298009;20250814;1530;;;;;;;;P077287;20250814;552509352651154;552509352651154;20250831;;;7017
AR;202298009;20250814;1530;;;;;;;;P021023;20250814;552509352651253;552509352651253;20250831;;;6631
AR;202298009;20250814;1530;;;;;;;;P125872;20250814;552509352651352;552509352651352;20250831;;;6924
AR;202298009;20250814;1530;;;;;;;;P058420;20250814;552509353496559;552509353496559;20250831;;;6903
AR;202298009;20250814;1530;;;;;;;;P063885;20250814;552509353496658;552509353496658;20250831;;;6539
AR;202298009;20250814;1530;;;;;;;;P131521;20250814;552509352651451;552509352651451;20250831;;;6942
AR;202298009;20250814;1530;;;;;;;;P089743;20250814;552509352651550;552509352651550;20250831;;;9556
AR;202298009;20250814;1530;;;;;;;;P050032;20250814;552509353496757;552509353496757;20250831;;;6862
AR;202298009;20250814;1530;;;;;;;;P013538;20250814;552509353496856;552509353496856;20250831;;;8119
AR;202298009;20250814;1530;;;;;;;;P077064;20250814;552509352651659;552509352651659;20250831;;;12926
AR;202298009;20250814;1530;;;;;;;;P012175;20250814;552509353496955;552509353496955;20250831;;;9600
AR;202298009;20250814;1530;;;;;;;;P074684;20250814;552509352651758;552509352651758;20250831;;;14102
AR;202298009;20250814;1530;;;;;;;;P060812;20250814;552509353497052;552509353497052;20250831;;;14084
AR;202298009;20250814;1530;;;;;;;;P008047;20250814;552509352651857;552509352651857;20250831;;;10157
AR;202298009;20250814;1530;;;;;;;;P044914;20250814;552509352651956;552509352651956;20250831;;;12664
AR;202298009;20250814;1530;;;;;;;;P166822;20250814;552509352652053;552509352652053;20250831;;;13491
AR;202298009;20250814;1530;;;;;;;;P062406;20250814;552509353497151;552509353497151;20250831;;;9225
AR;202298009;20250814;1530;;;;;;;;P117601;20250814;552509352652152;552509352652152;20250831;;;14699
AR;202298009;20250814;1530;;;;;;;;P040236;20250814;552509352652251;552509352652251;20250831;;;14344
AR;202298009;20250814;1530;;;;;;;;P060547;20250814;552509353497250;552509353497250;20250831;;;9339
AR;202298009;20250814;1530;;;;;;;;P114501;20250814;552509352652350;552509352652350;20250831;;;13296
AR;202298009;20250814;1530;;;;;;;;P063146;20250814;552509353497359;552509353497359;20250831;;;13598
AR;202298009;20250814;1530;;;;;;;;P078792;20250814;552509352652459;552509352652459;20250831;;;6976
AR;202298009;20250814;1530;;;;;;;;P148714;20250814;552509352652558;552509352652558;20250831;;;13778
AR;202298009;20250814;1530;;;;;;;;P085648;20250814;552509353497458;552509353497458;20250831;;;13392
AR;202298009;20250814;1530;;;;;;;;P041224;20250814;552509353497557;552509353497557;20250831;;;9457
AR;202298009;20250814;1530;;;;;;;;P009727;20250814;552509353497656;552509353497656;20250831;;;14548
AR;202298009;20250814;1530;;;;;;;;P162492;20250814;552509353497755;552509353497755;20250831;;;13734
AR;202298009;20250814;1530;;;;;;;;P059607;20250814;552509352652657;552509352652657;20250831;;;10518
AR;202298009;20250814;1530;;;;;;;;P079752;20250814;552509352652756;552509352652756;20250831;;;13651
AR;202298009;20250814;1530;;;;;;;;P047002;20250814;552509352652855;552509352652855;20250831;;;12939
AR;202298009;20250814;1530;;;;;;;;P055316;20250814;552509353497854;552509353497854;20250831;;;10208
AR;202298009;20250814;1530;;;;;;;;P118473;20250814;552509352652954;552509352652954;20250831;;;13707
AR;202298009;20250814;1530;;;;;;;;P059403;20250814;552509353497953;552509353497953;20250831;;;13228
AR;202298009;20250814;1530;;;;;;;;P063374;20250814;552509353498050;552509353498050;20250831;;;9533
AR;202298009;20250814;1530;;;;;;;;P136154;20250814;552509353498159;552509353498159;20250831;;;14468
AR;202298009;20250814;1530;;;;;;;;P018051;20250814;552509353498258;552509353498258;20250831;;;4064
AR;202298009;20250814;1530;;;;;;;;P085305;20250814;552509352653051;552509352653051;20250831;;;6145
AR;202298009;20250814;1530;;;;;;;;P061237;20250814;552509353498357;552509353498357;20250831;;;7738
AR;202298009;20250814;1530;;;;;;;;P132110;20250814;552509352653150;552509352653150;20250831;;;10761
AR;202298009;20250814;1530;;;;;;;;P046181;20250814;552509352653259;552509352653259;20250831;;;5964
AR;202298009;20250814;1530;;;;;;;;P141514;20250814;552509352653358;552509352653358;20250831;;;8037
AR;202298009;20250814;1530;;;;;;;;P068633;20250814;552509352653457;552509352653457;20250831;;;7338
AR;202298009;20250814;1530;;;;;;;;P004828;20250814;552509353498456;552509353498456;20250831;;;6096
AR;202298009;20250814;1530;;;;;;;;P031365;20250814;552509353498555;552509353498555;20250831;;;6061
AR;202298009;20250814;1530;;;;;;;;P059053;20250814;552509352653556;552509352653556;20250831;;;8108
AR;202298009;20250814;1530;;;;;;;;P005589;20250814;552509353498654;552509353498654;20250831;;;7415
AR;202298009;20250814;1530;;;;;;;;P086556;20250814;552509353498753;552509353498753;20250831;;;6448
AR;202298009;20250814;1530;;;;;;;;P085299;20250814;552509352653655;552509352653655;20250831;;;7725
AR;202298009;20250814;1530;;;;;;;;P005903;20250814;552509353498852;552509353498852;20250831;;;6827
AR;202298009;20250814;1530;;;;;;;;P040203;20250814;552509353498951;552509353498951;20250831;;;12496
AR;202298009;20250814;1530;;;;;;;;P112162;20250814;552509352653754;552509352653754;20250831;;;5909
AR;202298009;20250814;1530;;;;;;;;P053603;20250814;552509352653853;552509352653853;20250831;;;5001
AR;202298009;20250814;1530;;;;;;;;P021713;20250814;552509352653952;552509352653952;20250831;;;12364
AR;202298009;20250814;1530;;;;;;;;P055799;20250814;552509353499058;552509353499058;20250831;;;10211
AR;202298009;20250814;1530;;;;;;;;P116389;20250814;552509352654059;552509352654059;20250831;;;8102
AR;202298009;20250814;1530;;;;;;;;P093584;20250814;552509353499157;552509353499157;20250831;;;10080
AR;202298009;20250814;1530;;;;;;;;P124123;20250814;552509353499256;552509353499256;20250831;;;7742
AR;202298009;20250814;1530;;;;;;;;P004510;20250814;552509352654158;552509352654158;20250831;;;9182
AR;202298009;20250814;1530;;;;;;;;P076306;20250814;552509352654257;552509352654257;20250831;;;7444
AR;202298009;20250814;1530;;;;;;;;P003957;20250814;552509353499355;552509353499355;20250831;;;9765
AR;202298009;20250814;1530;;;;;;;;P007910;20250814;552509353499454;552509353499454;20250831;;;8098
AR;202298009;20250814;1530;;;;;;;;P009655;20250814;552509352654356;552509352654356;20250831;;;9929
AR;202298009;20250814;1530;;;;;;;;P062817;20250814;552509353499553;552509353499553;20250831;;;7603
AR;202298009;20250814;1530;;;;;;;;P077853;20250814;552509352654455;552509352654455;20250831;;;9531
AR;202298009;20250814;1530;;;;;;;;P005792;20250814;552509353499652;552509353499652;20250831;;;7460
AR;202298009;20250814;1530;;;;;;;;P004896;20250814;552509353499751;552509353499751;20250831;;;351
AR;202298009;20250814;1530;;;;;;;;P023895;20250814;552509352654554;552509352654554;20250831;;;516
AR;202298009;20250814;1530;;;;;;;;P046487;20250814;552509352654653;552509352654653;20250831;;;13930
AR;202298009;20250814;1530;;;;;;;;P047987;20250814;552509353499850;552509353499850;20250831;;;11993
AR;202298009;20250814;1530;;;;;;;;P007459;20250814;552509352654752;552509352654752;20250831;;;12696
AR;202298009;20250814;1530;;;;;;;;P106335;20250814;552509352654851;552509352654851;20250831;;;15198
AR;202298009;20250814;1530;;;;;;;;P025511;20250814;552509352654950;552509352654950;20250831;;;8123
AR;202298009;20250814;1530;;;;;;;;P062498;20250814;552509352655056;552509352655056;20250831;;;10070
AR;202298009;20250814;1530;;;;;;;;P013403;20250814;552509352655155;552509352655155;20250831;;;613
AR;202298009;20250814;1530;;;;;;;;P063291;20250814;552509353499959;552509353499959;20250831;;;10188
AR;202298009;20250814;1530;;;;;;;;P032392;20250814;552509352655254;552509352655254;20250831;;;10370
AR;202298009;20250814;1530;;;;;;;;P070074;20250814;552509352655353;552509352655353;20250831;;;6351
AR;202298009;20250814;1530;;;;;;;;P068641;20250814;552509352655452;552509352655452;20250831;;;7570
AR;202298009;20250814;1530;;;;;;;;P008110;20250814;552509352655551;552509352655551;20250831;;;11773
AR;202298009;20250814;1530;;;;;;;;P067793;20250814;552509353500053;552509353500053;20250831;;;13723
AR;202298009;20250814;1530;;;;;;;;P068202;20250814;552509352655650;552509352655650;20250831;;;16014
AR;202298009;20250814;1530;;;;;;;;P061480;20250814;552509352655759;552509352655759;20250831;;;13752
AR;202298009;20250814;1530;;;;;;;;P008786;20250814;552509353500152;552509353500152;20250831;;;8907
AR;202298009;20250814;1530;;;;;;;;P007976;20250814;552509352655858;552509352655858;20250831;;;12289
AR;202298009;20250814;1530;;;;;;;;P044093;20250814;552509352655957;552509352655957;20250831;;;13617
AR;202298009;20250814;1530;;;;;;;;P157491;20250814;552509352656054;552509352656054;20250831;;;11190
AR;202298009;20250814;1530;;;;;;;;P007754;20250814;552509352656153;552509352656153;20250831;;;10155
AR;202298009;20250814;1530;;;;;;;;P058057;20250814;552509352656252;552509352656252;20250831;;;13663
AR;202298009;20250814;1530;;;;;;;;P023009;20250814;552509352656351;552509352656351;20250831;;;14670.18
AR;202298009;20250814;1530;;;;;;;;P050838;20250814;552509352656450;552509352656450;20250831;;;10074
AR;202298009;20250814;1530;;;;;;;;P084190;20250814;552509353500251;552509353500251;20250831;;;6727
AR;202298009;20250814;1530;;;;;;;;P136713;20250814;552509352656559;552509352656559;20250831;;;10270
AR;202298009;20250814;1530;;;;;;;;P138503;20250814;552509352656658;552509352656658;20250831;;;9031
AR;202298009;20250814;1530;;;;;;;;P012603;20250814;552509352656757;552509352656757;20250831;;;848
AR;202298009;20250814;1530;;;;;;;;P028370;20250814;552509352656856;552509352656856;20250831;;;422
AR;202298009;20250814;1530;;;;;;;;P050977;20250814;552509352656955;552509352656955;20250831;;;13233
AR;202298009;20250814;1530;;;;;;;;P062261;20250814;552509352657052;552509352657052;20250831;;;12808
AR;202298009;20250814;1530;;;;;;;;P014745;20250814;552509352657151;552509352657151;20250831;;;14283
AR;202298009;20250814;1530;;;;;;;;P015289;20250814;552509353500350;552509353500350;20250831;;;14283
AR;202298009;20250814;1530;;;;;;;;P051935;20250814;552509353500459;552509353500459;20250831;;;10999
AR;202298009;20250814;1530;;;;;;;;P052185;20250814;552509353500558;552509353500558;20250831;;;7329
AR;202298009;20250814;1530;;;;;;;;P137036;20250814;552509352657250;552509352657250;20250831;;;10631
AR;202298009;20250814;1530;;;;;;;;P103161;20250814;552509353500657;552509353500657;20250831;;;5978
AR;202298009;20250814;1530;;;;;;;;P054367;20250814;552509352657359;552509352657359;20250831;;;10572
AR;202298009;20250814;1530;;;;;;;;P004923;20250814;552509352657458;552509352657458;20250831;;;10862
AR;202298009;20250814;1530;;;;;;;;P111579;20250814;552509353500756;552509353500756;20250831;;;5701
AR;202298009;20250814;1530;;;;;;;;P103347;20250814;552509353500855;552509353500855;20250831;;;11155
AR;202298009;20250814;1530;;;;;;;;P057950;20250814;552509352657557;552509352657557;20250831;;;8195
AR;202298009;20250814;1530;;;;;;;;P054505;20250814;552509352657656;552509352657656;20250831;;;11025
AR;202298009;20250814;1530;;;;;;;;P060391;20250814;552509352657755;552509352657755;20250831;;;8975
AR;202298009;20250814;1530;;;;;;;;P072228;20250814;552509352657854;552509352657854;20250831;;;10738
AR;202298009;20250814;1530;;;;;;;;P006309;20250814;552509352657953;552509352657953;20250831;;;7687
AR;202298009;20250814;1530;;;;;;;;P082444;20250814;552509353500954;552509353500954;20250831;;;11145
AR;202298009;20250814;1530;;;;;;;;P083720;20250814;552509352658050;552509352658050;20250831;;;8331
AR;202298009;20250814;1530;;;;;;;;P006810;20250814;552509352658159;552509352658159;20250831;;;9409
AR;202298009;20250814;1530;;;;;;;;P073060;20250814;552509352658258;552509352658258;20250831;;;8232
AR;202298009;20250814;1530;;;;;;;;P079665;20250814;552509353501051;552509353501051;20250831;;;10430
AR;202298009;20250814;1530;;;;;;;;P062836;20250814;552509352658357;552509352658357;20250831;;;7699
AR;202298009;20250814;1530;;;;;;;;P057612;20250814;552509352658456;552509352658456;20250831;;;13534
AR;202298009;20250814;1530;;;;;;;;P023423;20250814;552509352658555;552509352658555;20250831;;;5632
AR;202298009;20250814;1530;;;;;;;;P079034;20250814;552509353501150;552509353501150;20250831;;;4932
AR;202298009;20250814;1530;;;;;;;;P084406;20250814;552509352658654;552509352658654;20250831;;;12275
AR;202298009;20250814;1530;;;;;;;;P075430;20250814;552509353501259;552509353501259;20250831;;;10577
AR;202298009;20250814;1530;;;;;;;;P070051;20250814;552509352658753;552509352658753;20250831;;;9223
AR;202298009;20250814;1530;;;;;;;;P103932;20250814;552509352658852;552509352658852;20250831;;;10955
AR;202298009;20250814;1530;;;;;;;;P076135;20250814;552509352658951;552509352658951;20250831;;;8420
AR;202298009;20250814;1530;;;;;;;;P063069;20250814;552509353501358;552509353501358;20250831;;;9625
AR;202298009;20250814;1530;;;;;;;;P022922;20250814;552509352659058;552509352659058;20250831;;;8071
AR;202298009;20250814;1530;;;;;;;;P116948;20250814;552509353501457;552509353501457;20250831;;;10792
AR;202298009;20250814;1530;;;;;;;;P049026;20250814;552509352659157;552509352659157;20250831;;;8535
AR;202298009;20250814;1530;;;;;;;;P004896;20250814;552509353501556;552509353501556;20250831;;;9625
AR;202298009;20250814;1530;;;;;;;;P005918;20250814;552509353501655;552509353501655;20250831;;;8566
AR;202298009;20250814;1530;;;;;;;;P157042;20250814;552509353501754;552509353501754;20250831;;;9625
AR;202298009;20250814;1530;;;;;;;;P134963;20250814;552509353501853;552509353501853;20250831;;;8348
AR;202298009;20250814;1530;;;;;;;;P017943;20250814;552509352659256;552509352659256;20250831;;;10764
AR;202298009;20250814;1530;;;;;;;;P006723;20250814;552509353501952;552509353501952;20250831;;;10304
AR;202298009;20250814;1530;;;;;;;;P048903;20250814;552509352659355;552509352659355;20250831;;;8687
AR;202298009;20250814;1530;;;;;;;;P072311;20250814;552509352659454;552509352659454;20250831;;;6131
AR;202298009;20250814;1530;;;;;;;;P057644;20250814;552509353502059;552509353502059;20250831;;;8676
AR;202298009;20250814;1530;;;;;;;;P071401;20250814;552509352659553;552509352659553;20250831;;;10177
AR;202298009;20250814;1530;;;;;;;;P058887;20250814;552509353502158;552509353502158;20250831;;;5772
AR;202298009;20250814;1530;;;;;;;;P008821;20250814;552509352659652;552509352659652;20250831;;;8765
AR;202298009;20250814;1530;;;;;;;;P028854;20250814;552509353502257;552509353502257;20250831;;;8665
AR;202298009;20250814;1530;;;;;;;;P140056;20250814;552509353502356;552509353502356;20250831;;;6131
AR;202298009;20250814;1530;;;;;;;;P024414;20250814;552509353502455;552509353502455;20250831;;;8487
AR;202298009;20250814;1530;;;;;;;;P008416;20250814;552509353502554;552509353502554;20250831;;;9565
AR;202298009;20250814;1530;;;;;;;;P047312;20250814;552509352659751;552509352659751;20250831;;;7593
AR;202298009;20250814;1530;;;;;;;;P078324;20250814;552509352659850;552509352659850;20250831;;;9329
AR;202298009;20250814;1530;;;;;;;;P073096;20250814;552509353502653;552509353502653;20250831;;;6756
AR;202298009;20250814;1530;;;;;;;;P068595;20250814;552509353502752;552509353502752;20250831;;;9303
AR;202298009;20250814;1530;;;;;;;;P_0286;20250814;552509352659959;552509352659959;20250831;;;9094
AR;202298009;20250814;1530;;;;;;;;P007321;20250814;552509353502851;552509353502851;20250831;;;6874
AR;202298009;20250814;1530;;;;;;;;P044646;20250814;552509353502950;552509353502950;20250831;;;9306
AR;202298009;20250814;1530;;;;;;;;P128458;20250814;552509352660056;552509352660056;20250831;;;9715
AR;202298009;20250814;1530;;;;;;;;P133844;20250814;552509352660155;552509352660155;20250831;;;6611
AR;202298009;20250814;1530;;;;;;;;P022730;20250814;552509353503057;552509353503057;20250831;;;9135
AR;202298009;20250814;1530;;;;;;;;P046848;20250814;552509352660254;552509352660254;20250831;;;14691
AR;202298009;20250814;1530;;;;;;;;P079959;20250814;552509352660353;552509352660353;20250831;;;12315
AR;202298009;20250814;1530;;;;;;;;P031473;20250814;552509352660452;552509352660452;20250831;;;12947
AR;202298009;20250814;1530;;;;;;;;P024618;20250814;552509352660551;552509352660551;20250831;;;13145
AR;202298009;20250814;1530;;;;;;;;P028011;20250814;552509352660650;552509352660650;20250831;;;12947
AR;202298009;20250814;1530;;;;;;;;P045037;20250814;552509353503156;552509353503156;20250831;;;13062
AR;202298009;20250814;1530;;;;;;;;P071052;20250814;552509352660759;552509352660759;20250831;;;3988
AR;202298009;20250814;1530;;;;;;;;P078902;20250814;552509352660858;552509352660858;20250831;;;6378
AR;202298009;20250814;1530;;;;;;;;P007712;20250814;552509353503255;552509353503255;20250831;;;7983
AR;202298009;20250814;1530;;;;;;;;P080733;20250814;552509353503354;552509353503354;20250831;;;9572
AR;202298009;20250814;1530;;;;;;;;P121531;20250814;552509353503453;552509353503453;20250831;;;9430
AR;202298009;20250814;1530;;;;;;;;P004996;20250814;552509353503552;552509353503552;20250831;;;7944
AR;202298009;20250814;1530;;;;;;;;P007831;20250814;552509352660957;552509352660957;20250831;;;8181
AR;202298009;20250814;1530;;;;;;;;P080586;20250814;552509352661054;552509352661054;20250831;;;9127
AR;202298009;20250814;1530;;;;;;;;P007318;20250814;552509352661153;552509352661153;20250831;;;8559
AR;202298009;20250814;1530;;;;;;;;P029032;20250814;552509352661252;552509352661252;20250831;;;7944
AR;202298009;20250814;1530;;;;;;;;P085710;20250814;552509353503651;552509353503651;20250831;;;8078
